,Graph,x,y,approxOrder,actualDist,approxDist,approxRatio
0,0,-2,3,3,33.48227922873511,53.51027488774334,1.5981670340357188
1,0,-4,3,4,33.48227922873511,53.51027488774334,1.5981670340357188
2,0,-4,-2,0,33.48227922873511,53.51027488774334,1.5981670340357188
3,0,-5,-2,2,33.48227922873511,53.51027488774334,1.5981670340357188
4,0,-5,-5,5,33.48227922873511,53.51027488774334,1.5981670340357188
5,0,0,-5,6,33.48227922873511,53.51027488774334,1.5981670340357188
6,0,4,-4,7,33.48227922873511,53.51027488774334,1.5981670340357188
7,0,4,3,8,33.48227922873511,53.51027488774334,1.5981670340357188
8,0,0,2,1,33.48227922873511,53.51027488774334,1.5981670340357188
9,1,-3,5,0,32.77522380484446,32.77522380484446,1.0
10,1,0,5,1,32.77522380484446,32.77522380484446,1.0
11,1,5,5,2,32.77522380484446,32.77522380484446,1.0
12,1,5,4,3,32.77522380484446,32.77522380484446,1.0
13,1,4,2,4,32.77522380484446,32.77522380484446,1.0
14,1,-1,-1,5,32.77522380484446,32.77522380484446,1.0
15,1,-4,-5,6,32.77522380484446,32.77522380484446,1.0
16,1,-2,-1,7,32.77522380484446,32.77522380484446,1.0
17,1,-2,3,8,32.77522380484446,32.77522380484446,1.0
18,2,-1,3,0,31.230892151455585,31.230892151455585,1.0
19,2,-2,5,1,31.230892151455585,31.230892151455585,1.0
20,2,-3,0,2,31.230892151455585,31.230892151455585,1.0
21,2,-1,-1,3,31.230892151455585,31.230892151455585,1.0
22,2,0,-5,4,31.230892151455585,31.230892151455585,1.0
23,2,4,-5,5,31.230892151455585,31.230892151455585,1.0
24,2,2,-1,6,31.230892151455585,31.230892151455585,1.0
25,2,4,1,7,31.230892151455585,31.230892151455585,1.0
26,2,0,1,8,31.230892151455585,31.230892151455585,1.0
